StockCode,AssessmentYear,AdviceDOI,AdviceViewlink,AdviceStatus,AdviceReleasedDate,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValue,AdviceValueUpperRange,AdviceValueLowerRange,WantedCatch,WantedCatchUpperRange,WantedCatchLowerRange,AdviceValueUnit,AdviceSentence,AdviceBasis,AdviceType,AdviceRequester,StockCategory,TAFlink,SIDlink,ManagementPlanlink,ManagementPlanOwnership,MPevaluationLink,AdviceKey,AssessmentKey
her.27.20-24,2017,https://doi.org/10.17895/ices.pub.3126,https://asd.ices.dk/viewAdvice/2986,Advice,31/05/2017,01/01/2018,31/12/2018,34618,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 34 618 tonnes. This advice applies to the catch of western Baltic spring spawners (WBSS) in subdivisions 20–24 and the eastern part of Subarea 4,MSY,Catches,EC~Norway,1,,,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/Special_Requests/EU-Norway_LTMS_for_NS_%20herring.pdf,EU -  Norway,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/Special_Requests/EU-Norway_LTMS_for_NS_%20herring.pdf,2986,8290
her.27.20-24,2018,https://doi.org/10.17895/ices.pub.4390,https://asd.ices.dk/viewAdvice/2987,Advice,31/05/2018,01/01/2019,31/12/2019,0,,,,,,t,ICES advises that when the MSY approach is applied; there should be zero catch in 2019.  This advice applies to the catch of western Baltic spring spawning herring (WBSS) in subdivisions 20–24 and the eastern part of Subarea 4.,MSY,Catches,EC~Norway,1,,,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/Special_Requests/EU-Norway_LTMS_for_NS_%20herring.pdf,EU -  Norway,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/Special_Requests/EU-Norway_LTMS_for_NS_%20herring.pdf,2987,9333
her.27.20-24,2020,https://doi.org/10.17895/ices.advice.5928,https://asd.ices.dk/viewAdvice/2988,Advice,29/05/2020,01/01/2021,31/12/2021,0,,,,,,t,"ICES advises that when the MSY approach is applied; there should be zero catch in 2021.  This advice applies to the catch of western Baltic spring-spawning herring (WBSS) in subdivisions 20–24 and the eastern part of Subarea 4.  Note: This advice sheet is abbreviated due to the Covid 19 disruption. Last year’s advice is attached as Annex 1.  ",MSY,Catches,EC~Norway,1,,,EU Baltic MAP: https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU -  Norway,,2988,13313
her.27.20-24,2021,https://doi.org/10.17895/ices.advice.7766,https://asd.ices.dk/viewAdvice/2989,Advice,28/05/2021,01/01/2022,31/12/2022,0,,,,,,t,ICES advises that when the MSY approach is applied; there should be zero catch in 2022.  This advice applies to the catch of western Baltic spring-spawning herring (WBSS) in subdivisions 20–24 and the eastern part of Subarea 4.,MSY,Catches,EC~Norway,1.2,,,EU Baltic MAP: https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU -  Norway,,2989,14095
her.27.3a47d,2020,https://doi.org/10.17895/ices.advice.6026,https://asd.ices.dk/viewAdvice/2990,Advice,29/05/2020,01/01/2021,31/12/2021,365792,,,,,,ratio,ICES advises that when the MSY approach is applied; catches in 2021 should be no more than 365 792 tonnes.  Note: This advice sheet is abbreviated due to the Covid 19 disruption. Last year’s advice is attached as Annex 1.,MSY,Catches,EC~Norway,1,,,,EU -  Norway,,2990,13422
her.27.3a47d,2018,https://doi.org/10.17895/ices.pub.4387,https://asd.ices.dk/viewAdvice/2991,Advice,31/05/2018,01/01/2019,31/12/2019,311572	,,,,,,ratio,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 311 572 tonnes; which includes 291 040 tonnes for the A-fleet.,MSY,Catches,EC~Norway,1,,,Annex 6.3.9.bhttp://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/her-47d3.pdf,EU -  Norway,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/Special_Requests/EU-Norway_LTMS_for_NS_%20herring.pdf,2991,9353
her.27.3a47d,2017,https://doi.org/10.17895/ices.pub.3130,https://asd.ices.dk/viewAdvice/2992,Advice,31/05/2017,01/01/2018,31/12/2018,517891,,,,,,ratio,ICES advises that when the European Union (EU)–Norway management strategy is applied; catches in 2018 should be no more than 517 891 tonnes; including 491 355 tonnes for the A-fleet.  ICES advises that; under precautionary considerations; activities that have an impact on the spawning habitat of herring should not occur; unless the effects of these activities have been assessed and shown not to be detrimental.,MP,Catches,EC~Norway,1,,,Annex 6.3.9.bhttp://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/her-47d3.pdf,EU -  Norway,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/Special_Requests/EU-Norway_LTMS_for_NS_%20herring.pdf,2992,8742
her.27.6a7bc,2021,https://doi.org/10.17895/ices.advice.7772,https://asd.ices.dk/viewAdvice/2993,Advice,30/06/2021,01/01/2022,31/12/2022,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in 2022.,PA,Catches,EC,3,,,,Pelagic AC,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/eu.2017.20.pdf,2993,14099
her.27.6a7bc,2020,https://doi.org/10.17895/ices.advice.5944,https://asd.ices.dk/viewAdvice/2994,Advice,30/06/2020,01/01/2021,31/12/2021,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in 2021.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,PA,Catches,EC,3,,,,Pelagic AC,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/eu.2017.20.pdf,2994,13329
her.27.6a7bc,2018,https://doi.org/10.17895/ices.pub.4473,https://asd.ices.dk/viewAdvice/2995,Advice,29/06/2018,01/01/2019,31/12/2019,0,,,,,,t,ICES  advises that when the  ICES  MSY  approach is applied; there should be zero catch in  2019.  ICES  recommends that a  stock recovery plan is implemented for these combined stocks.,MSY,Catches,EC,1.2,,,,,,2995,9327
her.27.6a7bc,2017,https://doi.org/10.17895/ices.pub.3061,https://asd.ices.dk/viewAdvice/2996,Advice,30/06/2017,01/01/2018,31/12/2018,0,,,,,,t,"ICES advises that when the MSY approach is applied; there should be zero catch in 2018. ICES advises that a stock recovery plan be developed for this stock.   ICES advises; under precautionary considerations; that activities that have an impact on the spawning habitat of herring should not occur; unless the effects of these activities have been assessed and shown not to be detrimental.  ",MSY,Catches,EC,1.2,,,,,,2996,8286
her.27.irls,2020,https://doi.org/10.17895/ices.advice.5927,https://asd.ices.dk/viewAdvice/2997,Advice,30/06/2020,01/01/2021,31/12/2021,0,,,,,,t,"ICES advises that when the MSY approach is applied; there should be zero catch in 2021.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2020 is attached as Annex 1.  ",MP,Catches,EC,1,,,,Pelagic AC,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2018/Special_requests/eu.2018.03.pdf,2997,13746
her.27.irls,2018,https://doi.org/10.17895/ices.pub.4475,https://asd.ices.dk/viewAdvice/2998,Advice,29/06/2018,01/01/2019,31/12/2019,4742,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 4742 tonnes.,MSY,Catches,EC,1,,,See Annex 5.3.15http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/her-irls.pdf,Pelagic RAC,http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2014/WKPELA%202014/WKPELA%20Report%202014.pdf,2998,9312
her.27.irls,2017,https://doi.org/10.17895/ices.pub.3132,https://asd.ices.dk/viewAdvice/2999,Advice,30/06/2017,01/01/2018,31/12/2018,5445,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 5445 tonnes.  ICES advises; under precautionary considerations; that activities that have an impact on the spawning habitat of herring should not occur; unless the effects of these activities have been assessed and shown not to be detrimental.,MSY,Catches,EC,1,,,See Annex 5.3.15http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/her-irls.pdf,Pelagic RAC,http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2014/WKPELA%202014/WKPELA%20Report%202014.pdf,2999,8298
san.sa.1r,2017,https://doi.org/10.17895/ices.pub.3034,https://asd.ices.dk/viewAdvice/3000,Advice,23/02/2017,01/01/2017,31/12/2017,255956,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2017 should be no more than 255 956 tonnes.,MSY,Catches,NEAFC~EC,1,,,,,,3000,8229
san.sa.1r,2018,https://doi.org/10.17895/ices.pub.4064,https://asd.ices.dk/viewAdvice/3001,Advice,23/02/2018,01/01/2018,31/12/2018,134461,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 134 461 tonnes.,MSY,Catches,NEAFC~EC,1,,,,,,3001,9290
san.sa.2r,2021,https://doi.org/10.17895/ices.advice.7673,https://asd.ices.dk/viewAdvice/3002,Advice,25/02/2021,01/01/2021,31/12/2021,0,,,,,,t,ICES advises that when the MSY approach is applied; there should be zero catch in 2021.  In order to obtain samples to assess the status of the stock in 2022; ICES advises a monitoring TAC in 2021. Catches should not exceed 5000 tonnes and should have an associated sampling protocol in the fishery.,MSY,Catches,EC~NEAFC,1,,,,,,3002,14068
san.sa.2r,2018,https://doi.org/10.17895/ices.pub.4065,https://asd.ices.dk/viewAdvice/3003,Advice,23/02/2018,01/01/2018,31/12/2018,0,,,,,,t,ICES advises that when the MSY approach is applied; there should be zero catch in 2018.  However; in order to obtain samples to assess the status of the stock in 2019; ICES advises a monitoring TAC in 2018 with catches that should not exceed 5000 tonnes and with an associated sampling protocol in the fishery.,MSY,Catches,EC~NEAFC,1,,,,,,3003,9286
san.sa.2r,2017,https://doi.org/10.17895/ices.pub.3225,https://asd.ices.dk/viewAdvice/3004,Advice,23/02/2017,01/01/2017,31/12/2017,175941,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2017 should be no more than 175 941 tonnes.,MSY,Catches,EC~NEAFC,1,,,,,,3004,8231
san.sa.3r,2017,https://doi.org/10.17895/ices.pub.3226,https://asd.ices.dk/viewAdvice/3005,Advice,23/02/2017,01/01/2017,31/12/2017,74176,,,,,,t,"ICES advises that when the MSY approach is applied; catches in 2017 should be no more than 74 176 tonnes.                                                                                                                                                                                                                                   ",MSY,Catches,Norway~NEAFC~EC,1,,,,,,3005,8235
san.sa.3r,2018,https://doi.org/10.17895/ices.pub.4066,https://asd.ices.dk/viewAdvice/3006,Advice,23/02/2018,01/01/2018,31/12/2018,108365,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 108 365 tonnes.,MSY,Catches,Norway~NEAFC~EC,1,,,,,,3006,9289
san.sa.3r,2021,https://doi.org/10.17895/ices.advice.7674,https://asd.ices.dk/viewAdvice/3007,Advice,25/02/2021,01/01/2021,31/12/2021,161335,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2021 should be no more than 161 335 tonnes,MSY,Catches,Norway~NEAFC~EC,1,,,,,,3007,14069
ple.27.89a,2021,https://doi.org/10.17895/ices.advice.7825,https://asd.ices.dk/viewAdvice/3009,Advice,30/06/2021,01/01/2022,31/12/2022,155,,,,,,t,ICES advises that when the precautionary approach is applied; landings in  each of the years 2022 and 2023 should be no more than 155 tonnes. ICES cannot quantify the corresponding total catches.,PA,Catches,,5,,,https://eur-lex.europa.eu/eli/reg/2019/472/oj,,,3009,17616
raj.27.1012,2021,https://doi.org/10.17895/ices.advice.7836,https://asd.ices.dk/viewAdvice/3010,Advice,01/10/2021,01/01/2022,31/12/2023,90,,,,,,t,ICES advises that when the precautionary approach is applied; la ndings should be no more than 90 tonnes in each of the years 2022 and 2023. ICES cannot quantify the corresponding catches.,PA,Landings,,3,,,,,,3010,15635
syt.27.67,2021,https://doi.org/10.17895/ices.advice.7875,https://asd.ices.dk/viewAdvice/3011,Advice,01/10/2021,01/01/2022,31/12/2023,NA,,,,,,t,catches in each of the years 2022 and 2023 should be  decreased by no less than 18% compared to the average catches in 2018–2020. ICES cannot quantify the corresponding  catches or landings.,PA,Catches,,3.9,,,,,,3011,16713
spr.27.3a4,2021,https://doi.org/10.17895/ices.advice.7868,https://asd.ices.dk/viewAdvice/3012,Advice,13/04/2021,01/01/2022,31/12/2022,106715,,,,,,ratio,ICES advises that when the MSY approach is applied; catches in the period from 1 July 2021 to 30 June 2022 should be no more than 106 715 tonnes.,MSY,Catches,NEAFC~EC,1,,,,,,3012,14112
spr.27.3a4,2020,https://doi.org/10.17895/ices.advice.6002,https://asd.ices.dk/viewAdvice/3013,Advice,14/04/2020,01/01/2021,31/12/2021,207807,,,,,,ratio,ICES advises that when the MSY approach is applied; catches in the period from 1 July 2020 to 30 June 2021 should be no more than 207 807 tonnes. Note: This advice sheet is abbreviated due to the Covid 19 disruption. Last year’s advice is attached as Annex 1.,MSY,Catches,NEAFC~EC,1,,,,,,3013,13322
spr.27.7de,2017,https://doi.org/10.17895/ices.pub.3259,https://asd.ices.dk/viewAdvice/3014,Advice,30/06/2017,01/01/2018,31/12/2018,2354,,,,,,t,"ICES advises that when the precautionary approach is applied; catch in 2018 should be no more than 2354 tonnes.                                                                                                                                                                                                                                               ",PA,Catches,EC~NEAFC,3.2,,,,,,3014,8292
spr.27.7de,2018,https://doi.org/10.17895/ices.pub.4485,https://asd.ices.dk/viewAdvice/3015,Advice,29/06/2018,01/01/2019,31/12/2019,1883,,,,,,t,ICES advises that when the precautionary approach is applied; catch in 2019 should be no more than 1883 tonnes.,PA,Catches,EC~NEAFC,3.2,,,,,,3015,9304
whg.27.7b-ce-k,2019,https://doi.org/10.17895/ices.advice.4807,https://asd.ices.dk/viewAdvice/3016,Advice,28/06/2019,01/01/2020,31/12/2020,6481,6481,6481,3885,3885,3885,t,ICES advises that when the EU multiannual plan (MAP) for the Western Waters and adjacent waters is applied; catches in 2020 that correspond to the F ranges in the MAP are between 4157 tonnes and 6481 tonnes.    Management should be implemented at the stock level.,FMSYranges,Catches,EC,1,,,,,,3016,12990
spr.27.7de,2020,https://doi.org/10.17895/ices.advice.5937,https://asd.ices.dk/viewAdvice/3017,Advice,30/06/2020,01/01/2021,31/12/2021,"1446 ",,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2021 should be no more than 1446 tonnes.,PA,Catches,EC~NEAFC,3,,,,,,3017,13328
spr.27.7de,2021,NA - The advice link for key 14079 was not found!,https://asd.ices.dk/viewAdvice/3018,Advice,30/06/2021,01/01/2022,31/12/2022,2897,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2022 should be no more than 2897 tonnes.,FMSYranges,Catches,EC~NEAFC,3,,,,,,3018,14079
whg.27.7b-ce-k,2018,https://doi.org/10.17895/ices.pub.4487,https://asd.ices.dk/viewAdvice/3019,Advice,29/06/2018,01/01/2019,31/12/2019,15841,,,9882,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 15 841 tonnes.    Management should be implemented at the stock level.,MSY,Catches,EC,1,,,,,,3019,9929
whg.27.7b-ce-k,2017,https://doi.org/10.17895/ices.pub.3269,https://asd.ices.dk/viewAdvice/3020,Advice,30/06/2017,01/01/2018,31/12/2018,19429,,,13759,,,t,"ICES advises that when the MSY approach is applied; catches in 2018 should be no more than 19 429 tonnes.                                                                                                                                                                                       ",MSY,Catches,EC,1,,,,,,3020,8797
bsk.27.nea,2019,https://doi.org/10.17895/ices.advice.4827,https://asd.ices.dk/viewAdvice/3021,Advice,04/10/2019,01/01/2020,31/12/2023,0,,,,,,t,ICES  advises that when the precautionary approach is applied;  there should be zero catches in each of the years  2020–2023.,PA,Catches,,6.3,,,,,,3021,13041
dgs.27.nea,2020,https://doi.org/10.17895/ices.advice.5820,https://asd.ices.dk/viewAdvice/3022,Advice,02/10/2020,01/01/2021,31/12/2021,0,,,,,,t,"ICES advises that when the precautionary approach is applied; there should be no targeted fisheries on this stock in 2021 and 2022.  Note: This advice sheet is abbreviated due to the COVID-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1  ",PA,Catches,,1,,,,,,3022,13967
dgs.27.nea,2018,https://doi.org/10.17895/ices.pub.4543,https://asd.ices.dk/viewAdvice/3023,Advice,05/10/2018,01/01/2019,31/12/2019,2468,,,,,,t,"ICES advises that when the precautionary approach is applied; there should be no targeted fisheries on this stock in 2019 and 2020. Landing of bycatch should be part of a management plan; including close monitoring of the stock and fisheries.  Based on medium-term projections; annual catches at the recent assumed level (2468 tonnes) would allow the stock to increase at a rate close to that estimated with zero catches; therefore ICES considers that bycatch should not exceed that level.  ",PA,Catches,,1.2,,,,,,3023,10262
guq.27.nea,2019,https://doi.org/10.17895/ices.advice.4830,https://asd.ices.dk/viewAdvice/3024,Advice,04/10/2019,01/01/2020,31/12/2023,0,,,,,,t,ICES  advises that when the precautionary approach is applied; there should be zero catches in each of the years  2020–2023.,PA,Catches,,6.3,,,,,,3024,13052
por.27.nea,2019,https://doi.org/10.17895/ices.advice.4831,https://asd.ices.dk/viewAdvice/3025,Advice,04/10/2019,01/01/2020,31/12/2023,0,,,,,,t,Please note: The advice for 2023 was updated in 2022. ICES  advises that when the precautionary approach is applied;  there should be zero catch in each of the years  2020–2023.,PA,Catches,,6.3,,,,,,3025,13039
raj.27.1012,2017,https://doi.org/10.17895/ices.pub.3191,https://asd.ices.dk/viewAdvice/3027,Advice,06/10/2017,01/01/2018,31/12/2019,78,,,,,,t,CES  advises that when the precautionary approach is applied; landings should be no more than  78 tonnes in each of the years 2018 and 2019. ICES cannot quantify the corresponding catches.,PA,Landings,,3.2,,,,,,3027,9116
rjb.27.89a,2020,https://doi.org/10.17895/ices.advice.5783,https://asd.ices.dk/viewAdvice/3028,Advice,02/10/2020,01/01/2021,31/12/2022,NA,,,,,,t,ICES has not been requested to provide advice on fishing opportunities for these stocks. Note:  This advice sheet is abbreviated due to the  COVID-19  disruption.  The previous advice issued for  2019  and  2020  is attached as Annex 1.,NoAdv,NoAd,,6,,,,,,3028,13860
rjc.27.6,2020,https://doi.org/10.17895/ices.advice.5789,https://asd.ices.dk/viewAdvice/3029,Advice,02/10/2020,01/01/2021,31/12/2022,"137 ",,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 137 tonnes in each of the years 2021 and 2022. ICES cannot quantify the corresponding catches. Note:  This advice sheet is abbreviated due to the  COVID-19  disruption.  The previous advice issued for  2019  and  2020 is attached as Annex 1.,PA,Landings,,3,,,,,,3029,13775
rjc.27.6,2018,https://doi.org/10.17895/ices.pub.4548,https://asd.ices.dk/viewAdvice/3030,Advice,05/10/2018,01/01/2019,31/12/2020,"174 ",,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 174 tonnes in each of the years 2019 and 2020. ICES cannot quantify the corresponding catches.,PA,Landings,,3.2,,,,,,3030,9990
rjm.27.8,2020,https://doi.org/10.17895/ices.advice.5796,https://asd.ices.dk/viewAdvice/3031,Advice,02/10/2020,01/01/2021,31/12/2022,"129 ",,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 129 tonnes in each of the years 2021 and 2022. ICES cannot quantify the corresponding catches. Note:  This advice sheet is abbreviated due to the  COVID-19 disruption.  The previous advice issued for  2019  and  2020  is attached as Annex 1.,PA,Landings,,3.2,,,,,,3031,13892
rjm.27.8,2018,https://doi.org/10.17895/ices.pub.4560,https://asd.ices.dk/viewAdvice/3032,Advice,05/10/2018,01/01/2019,31/12/2020,108,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 108 tonnes in each of the years 2019 and 2020. ICES cannot quantify the corresponding catches.,PA,Landings,,3.2,,,,,,3032,10040
syt.27.67,2017,https://doi.org/10.17895/ices.pub.3180,https://asd.ices.dk/viewAdvice/3033,Advice,06/10/2017,01/01/2018,31/12/2019,36,,,,,,%,ICES  advises that when the precautionary approach is applied;  catches in each of the years  2018  and  2019 should be decreased by 36% compared to the average of 2014–2016. ICES cannot quantify the resulting catches or landings.,PA,Catches,,3.9,,,,,,3033,8960
syt.27.67,2019,https://doi.org/10.17895/ices.advice.4850,https://asd.ices.dk/viewAdvice/3034,Advice,04/10/2019,01/01/2020,31/12/2021,NA,,,,,,t,ICES cannot provide advice on fishing opportunities for this stock owing to a lack of reliable catch or landings data. ICES notes that the change in stock size indicator implies that catches for the years 2020 and 2021 should be reduced by 20% compared to catches in 2017 and 2018. ICES cannot quantify the resulting catches or landings.,NoAdv,NoAd,,3,,,,,,3034,13109
reg.27.1-2,2022,https://doi.org/10.17895/ices.advice.19453697.v1,https://asd.ices.dk/viewAdvice/3035,Advice,15/06/2022,01/01/2023,31/12/2023,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2023 and 2024.,MP,Catches,Norway,1,,,,,,3035,17277
anf.27.3a46,2022,https://doi.org/10.17895/ices.advice.19772359.v2,https://asd.ices.dk/viewAdvice/3036,Advice,28/10/2022,01/01/2023,31/12/2024,9881,,,,,,t,ICES advises   that when the MSY approach is applied; catches should be no more than 9 881 tonnes in each of the years 2023 and 2024.   ICES notes the existence of a precautionary management plan; developed and adopted by one of the relevant management authorities for this stock.    Management should be implemented at the stock level.,MSY,Catches,,3,,,,,,3036,17604
caa.27.5a,2022,https://doi.org/10.17895/ices.advice.19447832.v1,https://asd.ices.dk/viewAdvice/3037,Advice,15/06/2022,01/09/2022,31/08/2023,8107,,,,,,t,ICES  advises that  when  the  Icelandic  management  plan  is  applied;  catches  in  the  fishing  year  1  September  2022  to  31 August 2023 should be no more than 8107 tonnes.,MP,Catches,,1,,,,,,3037,17096
cap.27.2a514,2022,https://doi.org/10.17895/ices.advice.19772365.v1,https://asd.ices.dk/viewAdvice/3038,Advice,29/11/2022,15/10/2023,15/10/2024,0,,,,,,t,the initial TAC for the fishing season 15 October 2023–15 April 2024 should be 0 tonnes.,MP,Catches,,1,,,https://www.government.is/news/article/2018/05/15/Haddock/,Greenland -  Iceland -  and Norway,-,3038,17692
cod.27.1-2.coastN,2022,NA - The advice link for key 17384 was not found!,https://asd.ices.dk/viewAdvice/3039,Advice,15/06/2022,01/01/2023,31/12/2023,29347,,,,,,t,"  ICES advises that when the Norwegian management plan is applied; catches in 2023 should be no more than 29 347 tonnes (recreational and commercial catches combined).   ",MP,Catches,Norway,1,,,,,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2010/Special%20Requests/Norway%20NCC%20plan.pdf,3039,17384
cod.27.5b1,2022,https://doi.org/10.17895/ices.advice.19772368.v1,https://asd.ices.dk/viewAdvice/3041,Advice,29/11/2022,01/01/2023,31/12/2024,0,,,,,,t,ICES advises that when the MSY approach and precautionary considerations are applied; there should be zero catch for the years 2023 and 2024. ICES is not in a position to advise on the corresponding level of fishing effort.,MSY,Catches,EC,1,,,https://lms.cdn.fo/media/12444/fiskidagaskipan-og-umsitingar%C3%A6tlan-fr%C3%A1grei%C3%B0ing-fr%C3%A1-arbei%C3%B0sb%C3%B3lki-mai-2019.pdf?s=k4aSmLc1W4eXb_RidnITC-WYwDA,,,3041,17691
cod.27.5b2,2022,https://doi.org/10.17895/ices.advice.19772371.v1,https://asd.ices.dk/viewAdvice/3042,Advice,29/11/2022,01/01/2023,31/12/2024,78,,,,,,t,ICES advises that when the MSY approach is applied; catches should be no more than 78 tonnes in each of the years 2023 and 2024,MSY,Catches,,3,,,,,,3042,17679
ele.2737.nea,2022,https://doi.org/10.17895/ices.advice.19772374.v1,https://asd.ices.dk/viewAdvice/3043,Advice,03/11/2022,01/01/2023,31/12/2023,0,,,,,,t,ICES advises that when the precautionary approach is applied; there  should be zero catches in all habitats  in 2023. This applies to both recreational and commercial catches and includes catches of glass eels for restocking and aquaculture.,PA,Catches,EC~NEAFC,3.14,,,,,,3043,17615
had.27.6b,2022,https://doi.org/10.17895/ices.advice.19447952.v1,https://asd.ices.dk/viewAdvice/3044,Advice,28/10/2022,01/01/2023,31/12/2024,4078,,,,,,t,ICES advises that when the MSY approach is applied; catches should be no more than 4078 tonnes in each of the years 2023 and 2024.  ICES  notes  the  existence  of  a  precautionary  management  plan;  developed  and  adopted  by  some  of  the  relevant  management authorities for this stock.,MSY,Catches,EC,3,,,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/Special requests/NEACF_HCR_evaluation_for_Rockall_haddock_fisheries.pdf,NEAFC,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/Special%20requests/NEACF_HCR_evaluation_for_Rockall_haddock_fisheries.pdf,3044,17598
her.27.25-2932,2022,https://doi.org/10.17895/ices.advice.19447970.v2,https://asd.ices.dk/viewAdvice/3045,Advice,31/05/2022,01/01/2023,31/12/2023,95643,95643,70130,,,,t,ICES advises that when the EU multiannual plan (MAP) for the Baltic Sea is applied; catches in 2023 that correspond to the F  ranges  in  the  plan  are  between  70 130 and 95 643 tonnes. The  current  advice  applies  to  all  catches  from  the  stock;  including those taken in Subdivision 28.1.,FMSYranges,Catches,EC,1,,,http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32016R1139&from=EN,EU,,3045,17346
lez.27.6b,2022,https://doi.org/10.17895/ices.advice.19772389.v1,https://asd.ices.dk/viewAdvice/3047,Advice,28/10/2022,01/01/2023,31/12/2023,1022,,,,,,t,"ICES advises that when the MSY approach is applied; catches in 2023 should be no more than 1022 tonnes.    ICES notes the existence of a precautionary management plan; developed and adopted by one of the relevant management authorities for this stock.     Management should be implemented at the stock level.  ",MSY,Catches,EC,2,,,,,,3047,17605
meg.27.7b-k8abd,2022,https://doi.org/10.17895/ices.advice.21333687.v1,https://asd.ices.dk/viewAdvice/3050,Advice,14/10/2022,01/01/2023,31/12/2023,23596,,,,,,t,"Please note: the present advice replaces the advice given in June 2022.    ICES advises that when the MSY approach is applied; catches in 2023 should be no more than 23 596 tonnes.    ICES notes the existence of a precautionary management plan; developed and adopted by one of the relevant management authorities for this stock.    Management of catches of the two megrim species—megrim (Lepidorhombus whiffiagonis) and four-spot megrim (Lepidorhombus boscii)—under a combined species TAC prevents effective control of the single-species exploitation rates and could lead to the overexploitation of either species.  ",MSY,Catches,EC,1,,,https://eur-lex.europa.eu/eli/reg/2019/472/oj,,,3050,17377
sol.27.7d,2022,https://doi.org/10.17895/ices.advice.19453820.v1,https://asd.ices.dk/viewAdvice/3053,Advice,30/09/2022,01/01/2023,31/12/2023,1747,,,,,,t,"ICES advises that when the MSY approach is applied; catches in 2023 should be no more than 1747 tonnes.    ICES notes the existence of a precautionary management plan; developed and adopted by one of the relevant management authorities for this stock.  ",MSY,Catches,EC~NEAFC,1,,,http://data.europa.eu/eli/reg/2019/472/oj.,,,3053,17499
nop.27.3a4,2022,https://doi.org/10.17895/ices.advice.19772446.v1,https://asd.ices.dk/viewAdvice/3054,Advice,07/10/2022,01/01/2023,31/12/2023,116823,,,,,,t,ICES  advises  that  when  the  MSY  approach  is  applied;  catches from 1   November  2022 to 31 October  2023 should  be  no  more than 116 823 tonnes.,MSY,Catches,EC~Norway~NEAFC,1,,,,,,3054,17613
cod.27.47d20,2022,https://doi.org/10.17895/ices.advice.21406881.v1,https://asd.ices.dk/viewAdvice/3056,Advice,08/11/2022,01/01/2023,31/12/2023,26008,,,,,,t,Please note: The present advice replaces the advice given in June 2022 for catches in 2023.  ICES advises that when the MSY approach is applied; catches in 2023 should be no more than 26 008 tonnes.  ICES notes the existence of a precautionary management plan; developed and adopted by one of the relevant management authorities for this stock.,MSY,Catches,EC~Norway~NEAFC,1,,,http://data.europa.eu/eli/reg/2018/973/oj.,EU - Norway,,3056,17652
raj.27.67a-ce-k,2022,https://doi.org/10.17895/ices.advice.19754410.v2,https://asd.ices.dk/viewAdvice/3059,Advice,04/10/2022,01/01/2023,31/12/2024,0,,,,,,t,ICES cannot provide catch advice for this advice unit due to a lack of reliable survey and catch data.,Other,Catches,,6,,,,,,3059,17522
